,evil
178256,0
16402,0
49808,0
171992,0
28621,0
134719,0
160000,0
28716,0
59276,0
143550,0
97674,0
4863,0
79696,0
161194,0
83703,0
11635,0
4979,0
62221,0
176349,0
186288,0
44236,0
43500,0
153318,0
170480,0
44653,0
153315,0
20935,0
119267,0
45918,0
176131,0
31887,0
177022,0
147505,0
4909,0
172431,0
180646,0
47887,0
82930,0
183711,0
21108,0
129040,0
163527,0
46440,0
164926,0
46594,0
52119,0
147428,0
70094,0
119220,0
107762,0
114892,0
9397,0
76327,0
39710,0
134689,0
51230,0
8740,0
27279,0
155051,0
56209,0
35666,0
169925,0
186504,0
39538,0
140027,0
137438,0
121654,0
115790,0
117837,0
23728,0
43760,0
139315,0
3480,0
136759,0
4316,0
73936,0
111006,0
161734,0
73322,0
173454,0
176441,0
143955,0
2418,0
167204,0
63580,0
44833,0
779,0
1706,0
108662,0
167927,0
177997,0
34208,0
51803,0
32833,0
175097,0
50538,0
182850,0
11647,0
80589,0
51131,0
7427,0
31715,0
111509,0
154262,0
90930,0
16295,0
143294,0
104174,0
23929,0
28485,0
18671,0
21589,0
150976,0
4277,0
164228,0
97017,0
110730,0
35148,0
71805,0
126673,0
6356,0
145346,0
11096,0
26804,0
63096,0
179856,0
135739,0
153008,0
100959,0
89756,0
90250,0
4849,0
33984,0
86195,0
69203,0
949,0
76204,0
65731,0
9578,0
97104,0
87436,0
175183,0
178518,0
86192,0
183946,0
159840,0
154437,0
176233,0
106700,0
90200,0
59342,0
123453,0
148155,0
125182,0
180043,0
159056,0
54334,0
145587,0
166326,0
17642,0
24826,0
186705,0
181275,0
161683,0
345128,1
130475,0
185035,0
4176,0
46047,0
113865,0
77012,0
55046,0
152940,0
175371,0
178267,0
96023,0
50885,0
46537,0
2541,0
135450,0
109228,0
135223,0
27143,0
38655,0
81269,0
84023,0
127489,0
27965,0
102378,0
5473,0
127108,0
123075,0
160858,0
145198,0
171013,0
173137,0
16538,0
164278,0
163009,0
16237,0
167272,0
73640,0
5,0
81417,0
10765,0
4294,0
158835,0
28925,0
109747,0
8024,0
76006,0
5195,0
13092,0
44445,0
174306,0
62380,0
75554,0
345985,1
122826,0
147745,0
144829,0
17556,0
145991,0
73052,0
9595,0
96981,0
185053,0
53914,0
122338,0
122941,0
150572,0
92361,0
139211,0
105767,0
21762,0
22607,0
106345,0
138886,0
170947,0
139013,0
47509,0
42337,0
60013,0
132341,0
188530,0
55440,0
67740,0
58003,0
33347,0
4081,0
42189,0
104311,0
88372,0
28197,0
86859,0
66916,0
20939,0
31645,0
72473,0
137775,0
11475,0
130802,0
48724,0
61962,0
160871,0
23205,0
97785,0
114539,0
43258,0
88209,0
6637,0
146110,0
56567,0
155433,0
121994,0
26325,0
120777,0
137169,0
23118,0
175109,0
158730,0
53567,0
148619,0
147394,0
58210,0
31291,0
138363,0
173506,0
152315,0
72096,0
70782,0
158333,0
182390,0
12254,0
131615,0
144803,0
46718,0
68202,0
122487,0
106891,0
35429,0
152511,0
60678,0
11693,0
58962,0
2769,0
74444,0
29791,0
123760,0
20572,0
75026,0
132782,0
102913,0
119906,0
45449,0
40764,0
141042,0
174235,0
12615,0
32899,0
111999,0
96909,0
157190,0
4026,0
158562,0
150892,0
74563,0
181851,0
167018,0
178983,0
80217,0
175077,0
126903,0
163790,0
8099,0
96677,0
78734,0
184827,0
28011,0
64384,0
130779,0
184211,0
67327,0
133769,0
59097,0
140166,0
121950,0
17636,0
175626,0
170300,0
126212,0
88995,0
121788,0
187787,0
47227,0
16479,0
176645,0
17526,0
48922,0
5580,0
112362,0
183250,0
64902,0
178000,0
34323,0
126433,0
81479,0
144167,0
57339,0
18709,0
71637,0
99520,0
144611,0
46709,0
77675,0
57178,0
13812,0
12049,0
139140,0
88354,0
14300,0
13344,0
185137,0
112762,0
115269,0
64104,0
57145,0
28543,0
101383,0
130259,0
28080,0
139477,0
34339,0
113629,0
178304,0
6938,0
178207,0
53879,0
118130,0
122803,0
154916,0
309440,1
135924,0
39780,0
82436,0
167666,0
86416,0
106941,0
149048,0
121231,0
102291,0
160613,0
136691,0
49668,0
88487,0
166537,0
27768,0
166055,0
111859,0
105353,0
142090,0
56514,0
119133,0
157933,0
298164,1
181148,0
50328,0
185073,0
20815,0
118433,0
141130,0
139101,0
76753,0
142587,0
95853,0
35983,0
111477,0
126527,0
23392,0
142026,0
23036,0
36199,0
139987,0
107256,0
233422,1
21605,0
97433,0
5537,0
84070,0
117228,0
151342,0
89121,0
178777,0
85353,0
240195,1
119509,0
18361,0
144044,0
184739,0
110696,0
56197,0
68359,0
40731,0
67703,0
18976,0
133039,0
69659,0
849,0
109380,0
132296,0
182103,0
8081,0
40347,0
103738,0
26303,0
187956,0
84289,0
74484,0
78505,0
111912,0
38076,0
55195,0
1324,0
93801,0
157153,0
33191,0
175777,0
186936,0
10080,0
58746,0
109305,0
187791,0
87676,0
102037,0
187007,0
91477,0
35549,0
86394,0
59968,0
2428,0
109752,0
187217,0
60268,0
31600,0
63293,0
14336,0
30396,0
79982,0
58836,0
143647,0
132640,0
32410,0
66653,0
38942,0
75993,0
132718,0
127616,0
68122,0
132842,0
11244,0
152397,0
20752,0
288212,1
70678,0
55514,0
55703,0
81945,0
181638,0
56163,0
95118,0
23809,0
61882,0
287,0
75565,0
9030,0
136137,0
179379,0
132302,0
117385,0
65037,0
56241,0
304531,1
148728,0
111614,0
45900,0
179804,0
94832,0
104956,0
8431,0
26158,0
144835,0
169976,0
166466,0
102387,0
111756,0
9212,0
61454,0
26680,0
152642,0
5153,0
127608,0
142666,0
138865,0
30638,0
76643,0
301381,1
71154,0
126664,0
72922,0
163077,0
30084,0
118782,0
163258,0
167946,0
43823,0
141275,0
79103,0
53947,0
51991,0
71236,0
135720,0
161035,0
56816,0
59764,0
9699,0
4342,0
60182,0
103782,0
87223,0
60122,0
69507,0
175202,0
11619,0
160959,0
39635,0
20945,0
114552,0
82842,0
170418,0
28870,0
133796,0
25290,0
126997,0
144,0
28126,0
55988,0
148685,0
178610,0
46724,0
95769,0
49009,0
181798,0
8044,0
24801,0
32952,0
37609,0
2575,0
49654,0
143601,0
6605,0
22879,0
30526,0
26934,0
33406,0
49980,0
136303,0
77207,0
112432,0
91030,0
101535,0
7698,0
139457,0
122194,0
96956,0
92633,0
38856,0
250098,1
428,0
73009,0
188168,0
61848,0
128055,0
52571,0
110821,0
64111,0
128503,0
125473,0
145033,0
86599,0
151243,0
92691,0
48875,0
185960,0
43178,0
22580,0
90492,0
69436,0
39466,0
91574,0
165897,0
146814,0
35414,0
128940,0
96369,0
32870,0
14815,0
70315,0
130312,0
112498,0
157042,0
70191,0
163917,0
159161,0
84931,0
138598,0
160087,0
152542,0
44609,0
129029,0
23053,0
101102,0
67201,0
54236,0
159493,0
89544,0
97900,0
97496,0
62099,0
142590,0
110880,0
326,0
50101,0
187296,0
145493,0
174135,0
134491,0
88102,0
103442,0
171551,0
151310,0
111796,0
41656,0
94217,0
84087,0
174866,0
34902,0
148157,0
158837,0
62871,0
135600,0
26761,0
96636,0
94322,0
105526,0
43466,0
72283,0
124318,0
31138,0
126283,0
64846,0
49572,0
50957,0
70728,0
77244,0
62778,0
186377,0
154769,0
123842,0
113644,0
77552,0
107027,0
33115,0
96808,0
8696,0
114614,0
100272,0
132278,0
166423,0
177037,0
62746,0
117087,0
166795,0
51347,0
96521,0
62958,0
1754,0
173895,0
91834,0
141233,0
6717,0
82827,0
50920,0
39528,0
176137,0
5459,0
68094,0
111755,0
147736,0
137757,0
116821,0
157805,0
106956,0
126377,0
40513,0
19018,0
39134,0
127138,0
46857,0
310163,1
144096,0
124817,0
21306,0
146,0
91353,0
35499,0
49990,0
45310,0
182581,0
95233,0
188587,0
117289,0
88581,0
23089,0
169608,0
142240,0
115038,0
126093,0
13972,0
128604,0
147061,0
174898,0
18289,0
132913,0
63999,0
3203,0
49676,0
176899,0
15378,0
174229,0
180780,0
36492,0
98868,0
49796,0
185273,0
146519,0
70210,0
99611,0
162475,0
102907,0
41132,0
96877,0
77776,0
86414,0
24690,0
60185,0
134790,0
76026,0
7905,0
177232,0
122250,0
158647,0
111854,0
97760,0
26211,0
21773,0
60719,0
47640,0
163672,0
133488,0
188739,0
180878,0
135859,0
102695,0
95817,0
82198,0
66553,0
228001,1
80123,0
1131,0
5222,0
6164,0
64298,0
148214,0
23971,0
179232,0
28272,0
74195,0
123412,0
49736,0
8355,0
108416,0
23052,0
40361,0
142016,0
52270,0
119651,0
188811,0
18339,0
19021,0
151982,0
48683,0
131835,0
170457,0
5369,0
75558,0
24261,0
169429,0
2692,0
28413,0
90404,0
170440,0
36513,0
5694,0
6293,0
65902,0
154220,0
103661,0
48878,0
166570,0
158169,0
152928,0
66203,0
149148,0
84423,0
180140,0
102307,0
47277,0
132787,0
151837,0
155722,0
76843,0
8842,0
103434,0
73953,0
7351,0
313907,1
85604,0
93217,0
159745,0
83212,0
33615,0
78705,0
47960,0
45397,0
52211,0
35060,0
157120,0
29044,0
112905,0
68360,0
12635,0
109490,0
17200,0
129334,0
26954,0
34396,0
124441,0
113161,0
57164,0
124988,0
178484,0
3082,0
131388,0
134259,0
116668,0
130928,0
29842,0
77437,0
61480,0
178293,0
140577,0
56933,0
76551,0
93714,0
118065,0
65303,0
59599,0
69647,0
35473,0
80471,0
6723,0
29157,0
23605,0
96929,0
38512,0
153683,0
87378,0
32325,0
176649,0
93539,0
159125,0
61498,0
79344,0
64426,0
166392,0
57617,0
36150,0
146745,0
116961,0
48909,0
80308,0
139147,0
23006,0
55589,0
116411,0
171160,0
167655,0
172701,0
99465,0
85356,0
128356,0
125989,0
73113,0
100328,0
18169,0
86898,0
31463,0
2053,0
86507,0
89746,0
135569,0
41308,0
42357,0
115471,0
133261,0
1290,0
151387,0
130055,0
132333,0
13946,0
28707,0
109210,0
112902,0
118008,0
54593,0
158093,0
36385,0
186855,0
66189,0
163030,0
2217,0
174908,0
140671,0
87315,0
91584,0
155858,0
129768,0
103028,0
146967,0
135351,0
51952,0
90679,0
93443,0
59387,0
31050,0
25325,0
106199,0
100557,0
8499,0
132017,0
111779,0
161796,0
89012,0
157002,0
88100,0
18193,0
26134,0
174224,0
81117,0
178709,0
42369,0
10683,0
183822,0
135894,0
175023,0
110076,0
94295,0
117528,0
45978,0
43646,0
50997,0
30181,0
111100,0
35440,0
106202,0
78396,0
100033,0
180239,0
180267,0
49639,0
122425,0
31819,0
102989,0
120554,0
53571,0
174211,0
38044,0
135632,0
63427,0
10405,0
171539,0
173414,0
107331,0
114450,0
169317,0
116212,0
123395,0
108375,0
161404,0
162487,0
46342,0
167232,0
187185,0
51368,0
57309,0
141860,0
141958,0
15322,0
86202,0
87152,0
60414,0
166776,0
28609,0
156004,0
149369,0
19910,0
159688,0
123939,0
97898,0
128037,0
169503,0
131552,0
157905,0
42256,0
77972,0
47161,0
108396,0
126645,0
168772,0
156417,0
40409,0
40497,0
45958,0
60770,0
64167,0
57998,0
13837,0
167918,0
139019,0
7064,0
30255,0
5320,0
117665,0
88842,0
169611,0
58874,0
55881,0
30658,0
37711,0
45897,0
179286,0
145823,0
17645,0
87490,0
108403,0
19291,0
181933,0
19720,0
18114,0
149191,0
28540,0
35664,0
245634,1
137290,0
268385,1
68234,0
126795,0
149693,0
46095,0
77217,0
143668,0
74244,0
97478,0
50519,0
135210,0
123177,0
25508,0
5082,0
38683,0
134490,0
75881,0
63767,0
14112,0
65541,0
57899,0
107340,0
31637,0
144482,0
58382,0
17326,0
113956,0
66090,0
147012,0
175257,0
141422,0
152651,0
154764,0
113390,0
173111,0
51953,0
91632,0
67429,0
27398,0
67354,0
149026,0
79200,0
69860,0
178503,0
48464,0
75769,0
79167,0
23712,0
154388,0
124648,0
148497,0
84073,0
62548,0
135497,0
114467,0
137563,0
170427,0
115768,0
123362,0
101649,0
101249,0
46601,0
90092,0
69700,0
85826,0
84541,0
127004,0
69022,0
88029,0
8590,0
48412,0
83622,0
114876,0
28731,0
119319,0
49034,0
138556,0
172058,0
57172,0
12170,0
69512,0
123442,0
179105,0
1637,0
325699,1
10604,0
63659,0
77922,0
13534,0
20585,0
39324,0
46321,0
68916,0
59321,0
70157,0
89772,0
44022,0
128299,0
133943,0
167142,0
50458,0
57216,0
129693,0
150219,0
308952,1
71778,0
136932,0
148352,0
6294,0
142741,0
127312,0
159488,0
143172,0
84325,0
185781,0
22251,0
157321,0
98248,0
98212,0
31580,0
35633,0
144105,0
141150,0
34847,0
46407,0
66636,0
23329,0
125886,0
58121,0
124939,0
30423,0
37513,0
117131,0
169535,0
141083,0
6145,0
72879,0
123325,0
50012,0
95615,0
25503,0
143721,0
33966,0
60588,0
45131,0
146866,0
16377,0
9538,0
90621,0
20106,0
72387,0
35510,0
79303,0
177455,0
71277,0
174499,0
181673,0
146779,0
43716,0
131488,0
137336,0
59158,0
137167,0
91841,0
23997,0
103015,0
129871,0
173515,0
83677,0
144447,0
142014,0
83512,0
82172,0
131291,0
80227,0
120641,0
58709,0
160059,0
16727,0
133654,0
37425,0
51490,0
147817,0
75192,0
10384,0
167902,0
182561,0
111624,0
2671,0
56485,0
117747,0
16218,0
74262,0
36118,0
165421,0
175529,0
116816,0
18471,0
78733,0
44790,0
126739,0
126580,0
100103,0
153841,0
46024,0
172227,0
164262,0
123615,0
12650,0
162350,0
162154,0
82616,0
945,0
27083,0
105875,0
159195,0
36325,0
85897,0
147443,0
63697,0
151468,0
135100,0
88767,0
122787,0
159862,0
124417,0
46204,0
128467,0
101310,0
87727,0
171958,0
71495,0
25091,0
129355,0
41667,0
21337,0
172424,0
47249,0
17151,0
59293,0
18101,0
68781,0
140011,0
74703,0
122725,0
147022,0
166138,0
156683,0
90603,0
120099,0
153002,0
159546,0
82218,0
108023,0
99350,0
138707,0
180831,0
40635,0
151205,0
90010,0
132930,0
97554,0
117798,0
100521,0
26538,0
159873,0
32997,0
90095,0
75537,0
70996,0
164709,0
118863,0
8241,0
180248,0
151675,0
127672,0
107786,0
108736,0
107930,0
120212,0
53863,0
24350,0
676,0
49513,0
8597,0
64788,0
20854,0
143302,0
61925,0
154021,0
48651,0
148965,0
141934,0
2790,0
172422,0
139169,0
66858,0
46451,0
8265,0
49159,0
104171,0
89959,0
2827,0
169683,0
74559,0
164253,0
106785,0
110622,0
36974,0
154457,0
8242,0
34174,0
173315,0
157890,0
163391,0
2198,0
167008,0
154179,0
7996,0
4523,0
10543,0
128903,0
166078,0
38878,0
38704,0
3766,0
139599,0
125602,0
41491,0
87217,0
54261,0
65332,0
36239,0
174081,0
109997,0
81436,0
138385,0
107302,0
84998,0
183767,0
78328,0
94113,0
37870,0
114014,0
37353,0
24166,0
42399,0
150212,0
267502,1
96140,0
154791,0
171196,0
126843,0
113483,0
41684,0
184054,0
5173,0
62848,0
29218,0
66079,0
136640,0
42223,0
121441,0
121603,0
172517,0
99054,0
78440,0
42670,0
132212,0
53792,0
140147,0
180502,0
29348,0
92055,0
133033,0
144624,0
83929,0
80896,0
33906,0
68591,0
62572,0
139595,0
150214,0
27207,0
127509,0
131244,0
10439,0
120650,0
52144,0
17715,0
92619,0
152683,0
136519,0
183803,0
115372,0
113549,0
167139,0
81146,0
122970,0
1101,0
2316,0
170112,0
65426,0
176964,0
177725,0
75352,0
57186,0
174758,0
9798,0
15205,0
106879,0
168554,0
140213,0
106945,0
48116,0
138069,0
20366,0
149422,0
176359,0
112411,0
50949,0
149734,0
12878,0
86131,0
34978,0
165622,0
102558,0
153690,0
85327,0
11083,0
163979,0
78823,0
30621,0
96171,0
182706,0
30862,0
77606,0
124216,0
655,0
107481,0
31519,0
148296,0
99882,0
162191,0
65616,0
73581,0
32001,0
170932,0
72403,0
76033,0
229085,1
126481,0
71667,0
121664,0
117335,0
159422,0
8380,0
97598,0
164881,0
148698,0
29297,0
120848,0
169253,0
6628,0
149206,0
72680,0
149150,0
170937,0
117739,0
139138,0
190,0
173698,0
6743,0
129048,0
118492,0
3219,0
54730,0
54228,0
129307,0
128028,0
92088,0
71225,0
99842,0
135493,0
158804,0
130302,0
48882,0
74603,0
132306,0
157718,0
24845,0
94873,0
174310,0
84248,0
186298,0
112680,0
59349,0
60505,0
102742,0
121637,0
6318,0
170787,0
172978,0
46760,0
120196,0
165650,0
56397,0
34846,0
178573,0
117711,0
30783,0
161479,0
26189,0
9159,0
36438,0
74970,0
144942,0
180970,0
33915,0
110376,0
174068,0
74660,0
102275,0
25164,0
50279,0
7967,0
310681,1
52904,0
21356,0
131763,0
180926,0
129866,0
154918,0
143404,0
130472,0
50422,0
173461,0
166444,0
171912,0
124258,0
85632,0
60618,0
103278,0
187906,0
28866,0
187050,0
183212,0
183131,0
183092,0
58731,0
49010,0
136844,0
163088,0
20109,0
96685,0
148427,0
73265,0
55078,0
145272,0
91008,0
102016,0
99562,0
141037,0
75048,0
186129,0
272174,1
155830,0
26672,0
84877,0
20267,0
125390,0
175009,0
158784,0
19196,0
80576,0
29459,0
127516,0
123021,0
109480,0
48401,0
100457,0
62728,0
112272,0
143566,0
145101,0
88673,0
95844,0
36130,0
147541,0
134737,0
104146,0
139838,0
167456,0
65525,0
75081,0
91782,0
149384,0
9241,0
141189,0
42472,0
18001,0
128402,0
30579,0
75338,0
117303,0
82691,0
101131,0
31657,0
84463,0
11294,0
172360,0
136107,0
146401,0
63531,0
91617,0
2331,0
106100,0
88118,0
161963,0
117257,0
15346,0
109963,0
290,0
116369,0
120182,0
41024,0
121795,0
76952,0
133048,0
115764,0
140944,0
22960,0
187803,0
153834,0
64313,0
59520,0
181660,0
52246,0
17441,0
107695,0
68409,0
20256,0
178835,0
72944,0
112709,0
33743,0
153317,0
183942,0
16739,0
143682,0
39378,0
153471,0
88688,0
96884,0
165028,0
187997,0
186760,0
59422,0
116763,0
49157,0
176893,0
69276,0
14115,0
26380,0
1811,0
118105,0
114288,0
10783,0
113772,0
135606,0
133425,0
162923,0
7353,0
140275,0
174963,0
75499,0
106175,0
187914,0
71317,0
97948,0
21323,0
88603,0
65097,0
69648,0
135365,0
80254,0
130668,0
84592,0
166271,0
31742,0
36180,0
68639,0
81229,0
61379,0
51282,0
27152,0
1828,0
7595,0
128187,0
158218,0
51435,0
80785,0
51561,0
110558,0
75532,0
181928,0
19997,0
133659,0
19647,0
44168,0
40320,0
84405,0
300083,1
3330,0
174577,0
171889,0
119192,0
111068,0
182509,0
140706,0
32544,0
108694,0
61384,0
164891,0
63168,0
60029,0
6568,0
67978,0
168965,0
144672,0
103751,0
102808,0
44856,0
16834,0
18743,0
97512,0
65619,0
146083,0
26094,0
32977,0
16390,0
2959,0
52701,0
68955,0
66725,0
161740,0
130648,0
165548,0
158139,0
110111,0
171387,0
134114,0
15827,0
149274,0
157134,0
166384,0
129197,0
84014,0
72915,0
149616,0
153794,0
95085,0
28623,0
171745,0
58154,0
150052,0
75075,0
127998,0
86428,0
177696,0
58193,0
22484,0
140488,0
68064,0
45068,0
114844,0
15619,0
75571,0
166470,0
82655,0
118509,0
67912,0
166844,0
83257,0
90027,0
100824,0
333377,1
51214,0
39568,0
98261,0
124026,0
54175,0
165499,0
263278,1
91775,0
120704,0
36862,0
89747,0
119954,0
186861,0
97322,0
265236,1
169736,0
34521,0
120286,0
179402,0
148277,0
116761,0
58071,0
176736,0
120587,0
174471,0
105038,0
34436,0
88546,0
91294,0
98930,0
89034,0
134260,0
134339,0
107726,0
41669,0
66392,0
95258,0
33465,0
30394,0
92163,0
43149,0
71092,0
147137,0
85575,0
181887,0
102595,0
185413,0
163935,0
113939,0
59650,0
80084,0
180846,0
99082,0
103766,0
19603,0
83204,0
61086,0
179473,0
183756,0
165599,0
124940,0
6961,0
124829,0
2521,0
15316,0
123588,0
171612,0
103181,0
83838,0
122936,0
65698,0
148463,0
31529,0
41229,0
17361,0
72422,0
127952,0
110621,0
170216,0
55827,0
11520,0
162407,0
159652,0
148390,0
14346,0
34162,0
121251,0
57138,0
31479,0
297144,1
73952,0
21226,0
149737,0
29635,0
131290,0
3483,0
13313,0
82652,0
109646,0
140290,0
58073,0
183404,0
121121,0
30962,0
95138,0
185505,0
70709,0
44244,0
161029,0
156065,0
88841,0
47736,0
106722,0
180145,0
30240,0
78082,0
1824,0
76622,0
94495,0
101652,0
150501,0
114519,0
61042,0
103081,0
79647,0
166973,0
23238,0
92099,0
104728,0
38375,0
70145,0
86261,0
9537,0
50899,0
108106,0
183151,0
54073,0
132452,0
101637,0
104133,0
178088,0
187634,0
126198,0
131888,0
104748,0
92411,0
114483,0
60917,0
142012,0
47759,0
82306,0
130484,0
103706,0
134312,0
61567,0
142185,0
123684,0
74903,0
126204,0
88753,0
55749,0
14749,0
124284,0
113229,0
8172,0
73911,0
67218,0
125130,0
14796,0
104140,0
47013,0
89141,0
288033,1
50873,0
45509,0
166825,0
63927,0
32008,0
9323,0
38200,0
91077,0
49462,0
16366,0
140474,0
157918,0
76559,0
64587,0
32578,0
36971,0
153847,0
57570,0
15357,0
69753,0
41151,0
137202,0
102968,0
33854,0
128684,0
38138,0
97571,0
130398,0
202031,1
11524,0
54207,0
64710,0
141407,0
103495,0
177463,0
123148,0
39059,0
46411,0
64623,0
107333,0
182398,0
223726,1
50839,0
19032,0
26774,0
46146,0
125142,0
113537,0
29462,0
84264,0
11315,0
110689,0
105122,0
105184,0
164092,0
130796,0
105183,0
53988,0
91126,0
71095,0
114984,0
35046,0
136671,0
185751,0
79419,0
36977,0
144063,0
14569,0
27278,0
53822,0
144861,0
130809,0
167234,0
103567,0
75112,0
34546,0
61557,0
157589,0
30304,0
4714,0
163667,0
184920,0
158856,0
158977,0
10610,0
164547,0
188029,0
154450,0
60210,0
87190,0
27371,0
117119,0
132297,0
170707,0
156333,0
180917,0
49686,0
146243,0
94410,0
93527,0
163922,0
95364,0
4217,0
95352,0
38913,0
90932,0
105640,0
2812,0
3797,0
119471,0
106256,0
16638,0
49143,0
19234,0
151866,0
11855,0
28603,0
150693,0
48203,0
58519,0
104978,0
78647,0
50306,0
157016,0
181493,0
25307,0
184512,0
171457,0
37867,0
37495,0
122471,0
35234,0
92070,0
57700,0
132354,0
113303,0
26168,0
182497,0
5663,0
109000,0
48925,0
42925,0
80913,0
60243,0
137168,0
62673,0
105946,0
142935,0
112747,0
164670,0
121653,0
129013,0
41169,0
76686,0
169564,0
20421,0
137331,0
59461,0
137898,0
4938,0
159032,0
89231,0
2736,0
103229,0
139543,0
100123,0
182215,0
162470,0
63542,0
81643,0
26584,0
143807,0
64750,0
49790,0
57319,0
70998,0
22894,0
93441,0
93646,0
100657,0
54202,0
100753,0
58550,0
13251,0
68748,0
187208,0
156721,0
13199,0
108627,0
83640,0
22417,0
71435,0
96676,0
30006,0
6098,0
77876,0
157755,0
167296,0
186305,0
66936,0
149968,0
129671,0
43508,0
135688,0
187230,0
89214,0
3337,0
41274,0
179025,0
106169,0
55319,0
64242,0
77402,0
126430,0
60933,0
33193,0
112060,0
176571,0
82461,0
76493,0
116980,0
77545,0
83037,0
61580,0
29620,0
56467,0
140072,0
5050,0
26912,0
20419,0
45508,0
136733,0
183952,0
113614,0
41093,0
114461,0
164496,0
17849,0
96468,0
72440,0
36640,0
155999,0
186018,0
67585,0
40107,0
159630,0
94022,0
150127,0
120365,0
41330,0
71572,0
150600,0
7283,0
63037,0
185539,0
103546,0
145869,0
8895,0
146255,0
63551,0
36183,0
50506,0
128059,0
61520,0
136179,0
53860,0
16824,0
35741,0
55276,0
72613,0
27825,0
50569,0
130714,0
25082,0
184104,0
82900,0
2165,0
32302,0
181944,0
108608,0
46637,0
186478,0
110656,0
27844,0
86597,0
136103,0
177447,0
59672,0
98303,0
87447,0
113335,0
143582,0
72465,0
109999,0
59326,0
100656,0
111500,0
9783,0
77235,0
16319,0
186686,0
62831,0
111553,0
100165,0
33553,0
86615,0
128495,0
104680,0
182131,0
93115,0
181135,0
37065,0
156908,0
94228,0
318553,1
99554,0
113643,0
27801,0
7040,0
166636,0
127470,0
43188,0
137490,0
48121,0
59419,0
14872,0
19785,0
81264,0
162731,0
171969,0
44973,0
183697,0
25311,0
118029,0
79820,0
12165,0
7809,0
58894,0
180884,0
69914,0
185089,0
7082,0
8781,0
27346,0
69771,0
114295,0
61928,0
73809,0
101490,0
115116,0
106231,0
171693,0
158984,0
43982,0
5368,0
184808,0
107990,0
169620,0
147449,0
116498,0
123327,0
124106,0
116507,0
104115,0
9107,0
132937,0
39023,0
229414,1
91332,0
53526,0
159556,0
160617,0
55765,0
171470,0
42003,0
19978,0
76690,0
45231,0
59477,0
143204,0
168266,0
171553,0
32993,0
141596,0
73954,0
6288,0
282806,1
109853,0
122082,0
77555,0
117211,0
112147,0
114760,0
81304,0
130038,0
39076,0
27860,0
110280,0
93804,0
57933,0
163505,0
120334,0
14271,0
147981,0
6923,0
86731,0
150382,0
53007,0
55788,0
67969,0
68534,0
171325,0
48665,0
125394,0
105426,0
71484,0
48819,0
835,0
137815,0
104258,0
188734,0
150114,0
71691,0
158818,0
116495,0
56666,0
21570,0
80383,0
115517,0
95945,0
101118,0
151809,0
78947,0
87875,0
163569,0
140199,0
30548,0
74027,0
139509,0
32346,0
88881,0
48513,0
243366,1
65471,0
98014,0
65118,0
132276,0
1029,0
22943,0
10081,0
150967,0
181861,0
89780,0
168636,0
187244,0
69132,0
85963,0
150778,0
49266,0
114620,0
156190,0
127655,0
147352,0
31405,0
141590,0
8194,0
47406,0
65751,0
135248,0
141819,0
157112,0
108398,0
164220,0
133697,0
6547,0
152098,0
24169,0
74435,0
170414,0
13995,0
27811,0
107857,0
123703,0
129543,0
185550,0
98663,0
53061,0
162414,0
183558,0
163206,0
50893,0
131929,0
59799,0
109633,0
89252,0
158050,0
144838,0
175004,0
138311,0
109362,0
40582,0
132086,0
64638,0
142204,0
160789,0
129031,0
164551,0
13423,0
17910,0
140572,0
91235,0
70770,0
114546,0
146438,0
183082,0
185963,0
167113,0
98875,0
104968,0
57819,0
30018,0
34680,0
23612,0
173911,0
14899,0
112325,0
50774,0
97066,0
98860,0
68778,0
56113,0
33382,0
66371,0
95523,0
271570,1
156482,0
154726,0
149297,0
38973,0
58873,0
129286,0
8020,0
179983,0
65869,0
158377,0
147261,0
20696,0
158348,0
106960,0
24701,0
50583,0
21223,0
26416,0
170548,0
62989,0
41836,0
86300,0
2652,0
52881,0
33751,0
151941,0
44765,0
122316,0
146688,0
163777,0
51171,0
41020,0
166454,0
21388,0
119613,0
138017,0
34120,0
176538,0
86302,0
149846,0
108720,0
118908,0
165570,0
144213,0
43256,0
16467,0
86656,0
3039,0
7158,0
108547,0
94589,0
87776,0
26215,0
56727,0
145979,0
27051,0
146704,0
151049,0
155733,0
109231,0
38022,0
97772,0
170277,0
157779,0
615,0
152582,0
2483,0
187858,0
25491,0
83278,0
118637,0
35321,0
132645,0
71541,0
41960,0
188444,0
47861,0
62540,0
183086,0
55149,0
169438,0
171215,0
122617,0
5008,0
135854,0
9787,0
22119,0
81298,0
19501,0
57141,0
64967,0
165883,0
151702,0
102269,0
103107,0
90761,0
102218,0
163805,0
12638,0
118669,0
14489,0
90821,0
184234,0
127207,0
88045,0
144993,0
50486,0
174836,0
85765,0
6403,0
30600,0
115811,0
68250,0
170459,0
13039,0
27522,0
24813,0
160787,0
96553,0
7639,0
106228,0
177052,0
70951,0
6871,0
106690,0
130990,0
154905,0
22967,0
133485,0
42095,0
47439,0
2913,0
22776,0
144547,0
121134,0
181304,0
154373,0
2691,0
149812,0
15091,0
139016,0
75152,0
104830,0
47448,0
154238,0
37892,0
168378,0
17243,0
89137,0
85823,0
28067,0
166152,0
7446,0
92799,0
48398,0
83969,0
101662,0
133614,0
117222,0
81444,0
177383,0
73226,0
60446,0
33855,0
94313,0
71113,0
139703,0
57448,0
94368,0
186779,0
55425,0
181487,0
54611,0
